iter	RMSE
749	0.5260344021
750	0.5259761715
751	0.5259209117
752	0.5243346505
753	0.5242700112
754	0.5242082695
755	0.5241568428
756	0.5232222726
757	0.5223939573
758	0.5222975309
759	0.5206422649
760	0.5189288855
761	0.5173339155
762	0.5153861374
763	0.5127189378
764	0.5121329994
765	0.5104321924
766	0.5103611741
767	0.5089994424
768	0.5089406174
769	0.5088826019
770	0.5073093527
771	0.5057639519
772	0.5040778857
773	0.5040242118
774	0.5027153762
775	0.5021524905
776	0.5005702973
777	0.5001016903
778	0.4996573949
779	0.4991587552
780	0.4990944791
781	0.4962792184
782	0.4958241447
783	0.4942294872
784	0.494172275
785	0.4913588722
786	0.4912684738
787	0.4912120151
788	0.4897465734
789	0.4881529094
790	0.4857426424
791	0.48568828
792	0.4856296237
793	0.4842212876
794	0.4828404314
795	0.4826792073
796	0.4812354443
797	0.4804808753
798	0.4804274061
799	0.4777780762
800	0.4762058194
801	0.4761475097
802	0.4757374284
803	0.4744665666
804	0.4731598224
805	0.4730433164
806	0.471580371
807	0.4698941164
808	0.4698452955
809	0.4695560807
810	0.469167898
811	0.4676582048
812	0.4672676242
813	0.4647571057
814	0.4636610985
815	0.4632590817
816	0.4616588427
817	0.4616064148
818	0.4602749013
819	0.4589169809
820	0.4585096061
821	0.4581118181
822	0.4580590115
823	0.4577747821
824	0.4576351497
825	0.4572471903
826	0.4571966853
827	0.4568554194
828	0.4552270604
829	0.4551784461
830	0.4537593215
831	0.452519371
832	0.4512066141
833	0.4497735159
834	0.4492943958
835	0.4480317912
836	0.4475899638
837	0.4475373528
838	0.4474915722
839	0.44744294
840	0.4472524365
841	0.4471998361
842	0.4471473914
843	0.4447747614
844	0.4416217125
845	0.4414685542
846	0.4402854681
847	0.440240312
848	0.4401949021
849	0.4401431133
850	0.4388878467
851	0.4388523986
852	0.4388108474
853	0.4383828116
854	0.4371118856
855	0.4370564524
856	0.436980831
857	0.4366240238
858	0.4354299321
859	0.4350418255
860	0.4346600359
861	0.4337371023
862	0.4324790677
863	0.430383972
864	0.4292076809
865	0.4291564603
866	0.4291065749
867	0.429022976
868	0.4288528309
869	0.4288054149
870	0.4274270661
871	0.4271519288
872	0.4270916368
873	0.4270425034
874	0.4267910965
875	0.4256921921
876	0.4244793848
877	0.4225407085
878	0.422492698
879	0.4224437429
880	0.4221149716
881	0.4220254846
882	0.4213643355
883	0.4210706739
884	0.4208296754
885	0.4200523653
886	0.4200085073
887	0.4199649294
888	0.4197333381
889	0.4188603777
890	0.4176177062
891	0.4175709809
892	0.4164607924
893	0.4164162479
894	0.4163346091
895	0.4158931992
896	0.4158512958
897	0.4158062911
898	0.4131930089
899	0.4114570312
900	0.4114062056
901	0.4103373377
902	0.4082695194
903	0.4082252948
904	0.4079714574
905	0.4068934893
906	0.4065084789
907	0.4052389024
908	0.4051953519
909	0.4048180503
910	0.4047772246
911	0.4030308719
912	0.4029963759
913	0.4020119745
914	0.4016331124
915	0.4015209745
916	0.40148469
917	0.4011198124
918	0.4010675327
919	0.3994347691
920	0.3993909431
921	0.3981478333
922	0.3974282831
923	0.396429109
924	0.3940398753
925	0.3937499967
926	0.3936988729
927	0.3934013624
928	0.3923014717
929	0.3922570579
930	0.3919268641
931	0.3918801012
932	0.3906720859
933	0.3906247907
934	0.3905864437
935	0.3905204344
936	0.389959871
937	0.3882605091
938	0.3872860701
939	0.3872443809
940	0.3862320815
941	0.3856635122
942	0.3856284128
943	0.3838635109
944	0.3833959974
945	0.3824886709
946	0.3821374474
947	0.3804594873
948	0.3804141443
949	0.3795518843
950	0.3780398797
951	0.3772213638
952	0.3771731863
953	0.3762963382
954	0.3754730316
955	0.3748887903
956	0.3739890637
957	0.3739491702
958	0.3739101495
959	0.3736498577
960	0.3727368517
961	0.3724266622
962	0.3709816448
963	0.3709365473
964	0.3708919108
965	0.37083241
966	0.3699654317
967	0.3695249897
968	0.368463042
969	0.3677520083
970	0.3677098974
971	0.367662291
972	0.3660904817
973	0.3646280208
974	0.3643783862
975	0.3643504041
976	0.3643131904
977	0.3623024139
978	0.3620453498
979	0.3613482573
980	0.3613037829
981	0.3604652538
982	0.3595999043
983	0.3586492576
984	0.3584113073
985	0.3564573434
986	0.3564289433
987	0.3563856944
988	0.3561041872
989	0.3547080871
990	0.3528558054
991	0.3521294398
992	0.3520867496
993	0.3513623396
994	0.3506003396
995	0.3505629606
996	0.3505225426
997	0.3496855243
998	0.3489409102
999	0.3480461739
1000	0.34800936
1001	0.3474519616
1002	0.3466750335
1003	0.3463865536
1004	0.3463469337
1005	0.3461210531
1006	0.3460927382
1007	0.3443110856
1008	0.3438525553
1009	0.3433486096
1010	0.3433140459
1011	0.343276966
1012	0.3426887269
1013	0.3422829071
1014	0.3422456317
1015	0.3422109021
1016	0.3408761462
1017	0.3401077806
1018	0.3400700117
1019	0.3400379228
1020	0.3400034392
1021	0.3399672515
1022	0.3391132946
1023	0.3379356836
1024	0.3370188768
1025	0.336742259
1026	0.3367030308
1027	0.335992589
1028	0.335404152
1029	0.3353757251
1030	0.334696131
1031	0.3346587269
1032	0.3346227111
1033	0.3345882679
1034	0.3340825183
1035	0.3338624568
1036	0.3336548531
1037	0.3324550318
1038	0.3321820878
1039	0.3309500897
1040	0.3302674244
1041	0.3297428501
1042	0.3292576084
1043	0.3292144022
1044	0.3291785373
1045	0.3287941111
1046	0.3287533382
1047	0.3280545605
1048	0.3267975995
1049	0.3267536319
1050	0.3261837294
1051	0.3245688719
1052	0.3237242782
1053	0.3230810473
1054	0.3230510024
1055	0.3227034129
1056	0.3225057313
1057	0.3222954922
1058	0.3222626863
1059	0.3211164874
1060	0.3205098001
1061	0.3197978701
1062	0.3197620274
1063	0.3187059878
1064	0.31792424
1065	0.317890503
1066	0.3174119293
1067	0.3173095663
1068	0.3166959414
1069	0.3166548531
1070	0.3166176737
1071	0.3161466445
1072	0.3158740294
1073	0.3152485028
1074	0.315036947
1075	0.3149846801
1076	0.314447762
1077	0.3144164448
1078	0.3138812846
1079	0.312452291
1080	0.3119107412
1081	0.3104195278
1082	0.3101562551
1083	0.3099832189
1084	0.3095533182
1085	0.3095292069
1086	0.3088020201
1087	0.3084713138
1088	0.3083929955
1089	0.3079719267
1090	0.3077644118
1091	0.3073810421
1092	0.3071517277
1093	0.3067963806
1094	0.306758225
1095	0.305648462
1096	0.3056198443
1097	0.305021198
1098	0.3045292277
1099	0.3043298267
1100	0.304017161
1101	0.3034422901
1102	0.3026424308
1103	0.3025658185
1104	0.302525815
1105	0.3024881165
1106	0.301947704
1107	0.3010445923
1108	0.3010080749
1109	0.3009213693
1110	0.3005369571
1111	0.3000057159
1112	0.2999732644
1113	0.2994365319
1114	0.2989268429
1115	0.2988862324
1116	0.2984920018
1117	0.2980203065
1118	0.2979891413
1119	0.2975673788
1120	0.2967126912
1121	0.2966898669
1122	0.2966513505
1123	0.2960560353
1124	0.2960015281
1125	0.2951737285
1126	0.2951350757
1127	0.294850823
1128	0.2933483799
1129	0.2932381348
1130	0.2932025405
1131	0.292897592
1132	0.2928693539
1133	0.2926506334
1134	0.2923938421
1135	0.29235485
1136	0.2923236364
1137	0.2909990461
1138	0.2903796658
1139	0.2903424746
1140	0.2903045485
1141	0.2902680674
1142	0.2899340148
1143	0.2894598345
1144	0.2892449981
1145	0.289214001
1146	0.2888841606
1147	0.2888023782
1148	0.2884317863
1149	0.2882260046
1150	0.2881887279
1151	0.2878761447
1152	0.287661311
1153	0.2876215777
1154	0.2875872452
1155	0.2875582902
1156	0.2875250296
1157	0.2874997129
1158	0.286935838
1159	0.2867426032
1160	0.2861836468
1161	0.2861467317
1162	0.2861103286
1163	0.2860767494
1164	0.2860305475
1165	0.2857099871
1166	0.285679012
1167	0.285643193
1168	0.2852665479
1169	0.2852371104
1170	0.2851487522
1171	0.2848469775
1172	0.2838467546
1173	0.2838107632
1174	0.2837753235
1175	0.282502847
1176	0.282029565
1177	0.2819926111
1178	0.2818005706
1179	0.2814840889
1180	0.2811820244
1181	0.2809976893
1182	0.2809704917
1183	0.2809448818
1184	0.2803754255
1185	0.2799229119
1186	0.2795818744
1187	0.2793891617
1188	0.2791843858
1189	0.2785763614
1190	0.277722337
1191	0.2776927537
1192	0.2772872032
1193	0.2769549799
1194	0.2767579933
1195	0.2766611618
1196	0.2762671765
1197	0.2760839053
1198	0.2759245406
1199	0.2759003822
1200	0.2758613439
1201	0.2755522614
1202	0.2753885049
1203	0.2741661806
1204	0.2736837436
1205	0.2725154214
1206	0.2724777448
1207	0.2722082492
1208	0.2721644179
1209	0.2721258547
1210	0.2720899232
1211	0.2717144321
1212	0.2716817321
1213	0.2716401489
1214	0.2715996482
1215	0.2715774089
1216	0.2714151152
1217	0.2713797856
1218	0.271301064
1219	0.2707391071
1220	0.2707144418
1221	0.2706739093
1222	0.2706428957
1223	0.2704721928
1224	0.2704463036
1225	0.2704123875
1226	0.2703820308
1227	0.2703470359
1228	0.270177467
1229	0.2701479287
1230	0.2692770067
1231	0.2692372986
1232	0.2684388524
1233	0.2684063978
1234	0.2683775733
1235	0.2682134415
1236	0.2681846263
1237	0.2670702785
1238	0.2670263764
1239	0.2667187927
1240	0.2665597513
1241	0.2665362474
1242	0.2665043044
1243	0.2663616884
1244	0.2663349751
1245	0.2663091843
1246	0.2662836132
1247	0.2652820455
1248	0.2649410475
1249	0.2649114576
1250	0.2647707315
1251	0.2647375157
1252	0.2647128852
1253	0.2646894436
1254	0.2646660874
1255	0.2636310878
1256	0.2633636724
1257	0.26333827
1258	0.2633006554
1259	0.2632668433
1260	0.2632338693
1261	0.2632087153
1262	0.2629622899
1263	0.2628095989
1264	0.2624137389
1265	0.2623900168
1266	0.2622447257
1267	0.2621196327
1268	0.2620834558
1269	0.2613062058
1270	0.261273437
1271	0.2612547606
1272	0.2602407688
1273	0.2602130458
1274	0.260189338
1275	0.2597764218
1276	0.2597488025
1277	0.2597234241
1278	0.2596943092
1279	0.2587379804
1280	0.2586581785
1281	0.2577683104
1282	0.2577438353
1283	0.257720462
1284	0.2576921094
1285	0.2571595987
1286	0.2571310646
1287	0.2565925886
1288	0.2562016213
1289	0.2559013732
1290	0.2553115685
1291	0.2551640834
1292	0.255134495
1293	0.2547391047
1294	0.2544583258
1295	0.2543069281
1296	0.2542715992
1297	0.2540206918
1298	0.2538673133
1299	0.2534344896
1300	0.2534015916
1301	0.2530092466
1302	0.2529865497
1303	0.2529628359
1304	0.2526742853
1305	0.2522263797
1306	0.2522010383
1307	0.2517065109
1308	0.2516802207
1309	0.2515623333
1310	0.2515319902
1311	0.2515099338
1312	0.2513710379
1313	0.2513469262
1314	0.2511340272
1315	0.2511089682
1316	0.2510871427
1317	0.2509352144
1318	0.2509060461
1319	0.249822783
1320	0.2497911789
1321	0.2493410661
1322	0.2488756125
1323	0.248849898
1324	0.2488200364
1325	0.2483285994
1326	0.248308389
1327	0.2481447823
1328	0.247774408
1329	0.2477565114
1330	0.2477327538
1331	0.2477047243
1332	0.2473156201
1333	0.2467672069
1334	0.2461899514
1335	0.2454097867
1336	0.2450031295
1337	0.244172399
1338	0.2441455388
1339	0.2441153353
1340	0.2440849404
1341	0.2436981933
1342	0.2435684521
1343	0.2434438454
1344	0.2430235394
1345	0.2429749814
1346	0.2423888182
1347	0.2423578833
1348	0.2413657258
1349	0.2411122803
1350	0.2407864538
1351	0.2404042426
1352	0.2401722514
1353	0.24014051
1354	0.2401167475
1355	0.2400923472
1356	0.2397576891
1357	0.2397339179
1358	0.2397038927
1359	0.2393383267
1360	0.2390437056
1361	0.2388174436
1362	0.2387976793
1363	0.2387142736
1364	0.2383918671
1365	0.2380671719
1366	0.2380464475
1367	0.2378050623
1368	0.2377723242
1369	0.2373103505
1370	0.2372730412
1371	0.2368453085
1372	0.2368179146
1373	0.2365034374
1374	0.2362594969
1375	0.236044099
1376	0.2354470389
1377	0.2352892834
1378	0.2349979629
1379	0.2346129128
1380	0.2343970638
1381	0.2337056038
1382	0.2335726127
1383	0.2333460329
1384	0.233316161
1385	0.2332904263
1386	0.2332610995
1387	0.2328546117
1388	0.2328239259
1389	0.2327101926
1390	0.2326786886
1391	0.2320009691
1392	0.2314093503
1393	0.2313023247
1394	0.2312792916
1395	0.2312610474
1396	0.2312255208
1397	0.2310665825
1398	0.231042568
1399	0.23102458
1400	0.2309979826
1401	0.2308637226
1402	0.2307934055
1403	0.2305980634
1404	0.230575095
1405	0.2297120683
1406	0.2296820351
1407	0.2296502841
1408	0.2296155607
1409	0.2290882625
1410	0.2287557355
1411	0.2284540253
1412	0.2283885326
1413	0.2283623322
1414	0.2283403474
1415	0.228145114
1416	0.2281251539
1417	0.2280973322
1418	0.2279778391
1419	0.2271897069
1420	0.2268663848
1421	0.2268491126
1422	0.2268226998
1423	0.2265517983
1424	0.2265193322
1425	0.2264913683
1426	0.226162774
1427	0.2259011389
1428	0.2257778555
1429	0.2252611693
1430	0.2249919195
1431	0.2247971352
1432	0.2242720963
1433	0.2242414731
1434	0.2237540503
1435	0.2237324227
1436	0.2234772172
1437	0.2233556078
1438	0.2233309211
1439	0.2231970534
1440	0.2231267574
1441	0.2226601302
1442	0.2226418787
1443	0.2223337865
1444	0.2216169595
1445	0.2215031057
1446	0.2214743934
1447	0.2211538695
1448	0.2211199543
1449	0.2208402551
1450	0.2207220056
1451	0.220694147
1452	0.2202295844
1453	0.2201939412
1454	0.2201349317
1455	0.2201163097
1456	0.2193695643
1457	0.2193407779
1458	0.2191469678
1459	0.219107818
1460	0.2184295753
1461	0.2183788099
1462	0.2181635696
1463	0.2180844099
1464	0.2177915184
1465	0.2174171669
1466	0.2173227297
1467	0.217154442
1468	0.2171237945
1469	0.2171069639
1470	0.2170856401
1471	0.2170668053
1472	0.2170395285
1473	0.2170065062
1474	0.2169799995
1475	0.2168906354
1476	0.216606048
1477	0.216587694
1478	0.2164119429
1479	0.216386651
1480	0.2163609221
1481	0.2163025745
1482	0.2162797886
1483	0.2162489336
1484	0.2162276227
1485	0.216209988
1486	0.216190269
1487	0.2154790341
1488	0.2154529738
1489	0.2148170876
1490	0.2143192717
1491	0.2143010764
1492	0.2139701815
1493	0.2139388147
1494	0.2136697363
1495	0.2130157446
1496	0.2129918549
1497	0.2129716684
1498	0.2126148841
1499	0.2125535051
1500	0.2125026068
1501	0.2124787511
1502	0.2120029268
1503	0.2119824372
1504	0.2119539589
1505	0.2118691306
1506	0.2116901564
1507	0.2111085358
1508	0.2109605029
1509	0.2106829636
1510	0.2106649521
1511	0.2104973654
1512	0.2103946834
1513	0.2102608031
1514	0.2096526197
1515	0.209387865
1516	0.2093618985
1517	0.2091783702
1518	0.2091510295
1519	0.208803282
1520	0.2086289084
1521	0.208238314
1522	0.2082168882
1523	0.2081514627
1524	0.2080661792
1525	0.2080061484
1526	0.2079741509
1527	0.2079518796
1528	0.2076190643
1529	0.2073099337
1530	0.2072177228
1531	0.2071894033
1532	0.2071383648
1533	0.2071115077
1534	0.2070597507
1535	0.2070429177
1536	0.2068223906
1537	0.2062808356
1538	0.2062603376
1539	0.2060442553
1540	0.2060242526
1541	0.2060062033
1542	0.2059779155
1543	0.2059483573
1544	0.2057654399
1545	0.2057494176
1546	0.2054370196
1547	0.2053877222
1548	0.2052300568
1549	0.2052037469
