iter	RMSE
6182	0.09832031572
6183	0.09831495682
6184	0.09830947359
6185	0.09830181339
6186	0.0982964025
6187	0.09828969898
6188	0.09828461124
6189	0.09828229925
6190	0.09827957893
6191	0.098273348
6192	0.09826755005
6193	0.09826312617
6194	0.09825163954
6195	0.09824748398
6196	0.0982432246
6197	0.09823924063
6198	0.09822286473
6199	0.09821961055
6200	0.09820837007
6201	0.09820534535
6202	0.09819949587
6203	0.09819549269
6204	0.09819130021
6205	0.09818434049
6206	0.09817865797
6207	0.09817610134
6208	0.09817258191
6209	0.0981695984
6210	0.09816515099
6211	0.09815990688
6212	0.09815584468
6213	0.09815192504
6214	0.09814439301
6215	0.09813964956
6216	0.09813523259
6217	0.09812619494
6218	0.09812165122
6219	0.09811787067
6220	0.09811292513
6221	0.09810945035
6222	0.09810524713
6223	0.09810143937
6224	0.09808705372
6225	0.09808149049
6226	0.09807786485
6227	0.09807355945
6228	0.09806971347
6229	0.09806619937
6230	0.09806008916
6231	0.09805648781
6232	0.09804230465
6233	0.09803867122
6234	0.09803428025
6235	0.09801572766
6236	0.09801219581
6237	0.09800669051
6238	0.09800166403
6239	0.09799606085
6240	0.09799059383
6241	0.09798426028
6242	0.09798107077
6243	0.09797678631
6244	0.09797114231
6245	0.09796236433
6246	0.09795200086
6247	0.09794291398
6248	0.09793874727
6249	0.09793469534
6250	0.09793066583
6251	0.0979276418
6252	0.09792229776
6253	0.09791780342
6254	0.09791236997
6255	0.09790813048
6256	0.09790381075
6257	0.09789680434
6258	0.09787692821
6259	0.09787254589
6260	0.09786690444
6261	0.09786212444
6262	0.09785784256
6263	0.09785392688
6264	0.09785013664
6265	0.09784441978
6266	0.09784046263
6267	0.09783448633
6268	0.09783074387
6269	0.0978269363
6270	0.09782276618
6271	0.09781731361
6272	0.09781426117
6273	0.09780732963
6274	0.09779892417
6275	0.09779381588
6276	0.0977705114
6277	0.09776742669
6278	0.09776212099
6279	0.09775441471
6280	0.09775110282
6281	0.09774691181
6282	0.09773275306
6283	0.09772606695
6284	0.09772211001
6285	0.09771754313
6286	0.09771316394
6287	0.09770949587
6288	0.09770263455
6289	0.09769744036
6290	0.09769113452
6291	0.09768669807
6292	0.09768024166
6293	0.09767695502
6294	0.0976728697
6295	0.09766406051
6296	0.09766067488
6297	0.09765132638
6298	0.097641127
6299	0.09763584153
6300	0.09763017334
6301	0.09762707066
6302	0.09762164516
6303	0.09761711895
6304	0.09760915015
6305	0.0975933511
6306	0.09758688059
6307	0.09758320036
6308	0.09758020614
6309	0.0975656504
6310	0.09756230577
6311	0.09755381671
6312	0.09754480495
6313	0.09754027302
6314	0.09753601436
6315	0.09753358028
6316	0.09752760934
6317	0.09752546726
6318	0.09751481988
6319	0.09750932656
6320	0.09749209903
6321	0.09748961817
6322	0.09748569584
6323	0.09748207705
6324	0.09747845711
6325	0.09747478752
6326	0.09747120597
6327	0.09746577404
6328	0.09745858307
6329	0.0974540758
6330	0.09745030109
6331	0.09744493265
6332	0.09744137432
6333	0.09743639775
6334	0.09743006296
6335	0.09742510712
6336	0.09742068855
6337	0.09741737229
6338	0.09741249488
6339	0.09740718953
6340	0.09740452127
6341	0.09740127334
6342	0.09739361424
6343	0.09738938859
6344	0.09738428418
6345	0.09737980113
6346	0.0973724747
6347	0.097370535
6348	0.0973655422
6349	0.09735339348
6350	0.09734728937
6351	0.09734251843
6352	0.097337902
6353	0.09733179496
6354	0.09732695843
6355	0.09731896551
6356	0.09731405063
6357	0.09730452866
6358	0.09730091402
6359	0.09729329546
6360	0.09728860993
6361	0.09728548672
6362	0.09727546447
6363	0.09727034708
6364	0.09726180495
6365	0.09725330154
6366	0.09723538372
6367	0.0972308529
6368	0.09722674702
6369	0.09722220056
6370	0.09721763336
6371	0.09721388955
6372	0.09721046159
6373	0.09720602798
6374	0.09720266616
6375	0.09719684612
6376	0.09719325952
6377	0.09718923942
6378	0.09718423966
6379	0.09718037863
6380	0.09717591686
6381	0.09716200483
6382	0.09715794459
6383	0.09715273598
6384	0.0971428571
6385	0.09713825422
6386	0.09712994472
6387	0.09712256561
6388	0.09711836541
6389	0.09711537517
6390	0.0971122296
6391	0.09710789359
6392	0.09709759753
6393	0.09709349778
6394	0.097090274
6395	0.09708693857
6396	0.09707746224
6397	0.09706781109
6398	0.09706418466
6399	0.09705890775
6400	0.09705601388
6401	0.09704832887
6402	0.09703143696
6403	0.09702614414
6404	0.09702117168
6405	0.09701620033
6406	0.097011126
6407	0.09700488404
6408	0.09699984599
6409	0.09699649575
6410	0.09699008587
6411	0.09697902868
6412	0.09697672658
6413	0.09697130537
6414	0.09696576551
6415	0.09696078817
6416	0.09695622389
6417	0.09695073414
6418	0.09694518573
6419	0.09692917823
6420	0.09692583087
6421	0.0969164875
6422	0.09691437127
6423	0.09690932354
6424	0.09690541674
6425	0.09690155053
6426	0.09689335079
6427	0.09688340157
6428	0.0968795378
6429	0.09687271697
6430	0.09686762272
6431	0.09686431104
6432	0.09685937536
6433	0.09685578181
6434	0.09684602912
6435	0.09684125697
6436	0.09683491417
6437	0.0968269625
6438	0.09682364282
6439	0.09681641762
6440	0.09679850745
6441	0.09679484274
6442	0.09678972575
6443	0.09678473284
6444	0.09677480211
6445	0.09676647968
6446	0.09676264212
6447	0.09675896071
6448	0.09674878621
6449	0.09674473432
6450	0.0967398925
6451	0.09673540558
6452	0.09673119634
6453	0.09672702556
6454	0.09671902212
6455	0.09671504624
6456	0.09671100871
6457	0.09670716065
6458	0.09670296171
6459	0.09669298602
6460	0.09669024406
6461	0.09668467588
6462	0.09668235055
6463	0.09667721765
6464	0.0966734681
6465	0.09666853617
6466	0.09666452568
6467	0.096657908
6468	0.09665470159
6469	0.09665133386
6470	0.09664112379
6471	0.09663302275
6472	0.09662906632
6473	0.09662194832
6474	0.09661743008
6475	0.09661262517
6476	0.09660940448
6477	0.09660400116
6478	0.09659989155
6479	0.09659571594
6480	0.09659040539
6481	0.09658670901
6482	0.09658217486
6483	0.09657447013
6484	0.09656835502
6485	0.09656448885
6486	0.09655842636
6487	0.09655654691
6488	0.09655131611
6489	0.09654624416
6490	0.0965395605
6491	0.09653250656
6492	0.09652770345
6493	0.09652251983
6494	0.0965175016
6495	0.09651376907
6496	0.0965042189
6497	0.09650071829
6498	0.09648900601
6499	0.09648555953
6500	0.09647979623
6501	0.09647595051
6502	0.0964711636
6503	0.09646177523
6504	0.09645550631
6505	0.09645059223
6506	0.09643797723
6507	0.09643423222
6508	0.09642534688
6509	0.09642103149
6510	0.09641637405
6511	0.09641227693
6512	0.09639331417
6513	0.09637999738
6514	0.09637445646
6515	0.09637020497
6516	0.09636557955
6517	0.09636137845
6518	0.09635903464
6519	0.09634489935
6520	0.09633960378
6521	0.09633311921
6522	0.09632909104
6523	0.09632552872
6524	0.09631754452
6525	0.09631301514
6526	0.09630864399
6527	0.09628997154
6528	0.09628353848
6529	0.09626706533
6530	0.09626303808
6531	0.09625609831
6532	0.09625385792
6533	0.09625056575
6534	0.09624618823
6535	0.09624214798
6536	0.09623748122
6537	0.09623258258
6538	0.09622843678
6539	0.09622108621
6540	0.09621484028
6541	0.09620960105
6542	0.09620237443
6543	0.09619838469
6544	0.09619205422
6545	0.09618782987
6546	0.09618355214
6547	0.09617963114
6548	0.09616742387
6549	0.0961625341
6550	0.09615638715
6551	0.09615002002
6552	0.0961447504
6553	0.09614181588
6554	0.09612891555
6555	0.09612369696
6556	0.09611990435
6557	0.09611487569
6558	0.09611095284
6559	0.09610659068
6560	0.09610178582
6561	0.09609816823
6562	0.09609445162
6563	0.09609046121
6564	0.09608701942
6565	0.09608219521
6566	0.09607578821
6567	0.09607151825
6568	0.09606828683
6569	0.09606251519
6570	0.09605913999
6571	0.09605314583
6572	0.09604845328
6573	0.09604402707
6574	0.09603957688
6575	0.0960354469
6576	0.09602366504
6577	0.09601765396
6578	0.09601417728
6579	0.09600771506
6580	0.09600372606
6581	0.09599984322
6582	0.09599553092
6583	0.09599063052
6584	0.09598563185
6585	0.0959704219
6586	0.09596628659
6587	0.09596105906
6588	0.09595642386
6589	0.09595220901
6590	0.09594786013
6591	0.09593144618
6592	0.09592884221
6593	0.09592362446
6594	0.09592023839
6595	0.09591674412
6596	0.09591232246
6597	0.09590827058
6598	0.09590449796
6599	0.09589838262
6600	0.09589442761
6601	0.09589123136
6602	0.09588346068
6603	0.09587934662
6604	0.09587487677
6605	0.09586606504
6606	0.09586119013
6607	0.09585707233
6608	0.09585297255
6609	0.09584652758
6610	0.09583380474
6611	0.09583036771
6612	0.09582573756
6613	0.09581473396
6614	0.09581247964
6615	0.09580973452
6616	0.0958041997
6617	0.09579986485
6618	0.09579095454
6619	0.09577824161
6620	0.09577204202
6621	0.09576696401
6622	0.09576403263
6623	0.09574807265
6624	0.0957437409
6625	0.09573979256
6626	0.09573659783
6627	0.09573349675
6628	0.09572944998
6629	0.0957238753
6630	0.09571788866
6631	0.09571443062
6632	0.09570841958
6633	0.09570505767
6634	0.09570242127
6635	0.09569855268
6636	0.09569570556
6637	0.09569255062
6638	0.09568456969
6639	0.09568091017
6640	0.09567591615
6641	0.09567349294
6642	0.09566986154
6643	0.09565707829
6644	0.09564639874
6645	0.09564209262
6646	0.09563542917
6647	0.09563082234
6648	0.09562656936
6649	0.09562063258
6650	0.09561553951
6651	0.09561191285
6652	0.09560810688
6653	0.09559930593
6654	0.09559463506
6655	0.09559040412
6656	0.09558625904
6657	0.09558269918
6658	0.09557935241
6659	0.0955749282
6660	0.09557022401
6661	0.09556623583
6662	0.09556089772
6663	0.09555567159
6664	0.09555126443
6665	0.09554616718
6666	0.09553995492
6667	0.09553660852
6668	0.09553157248
6669	0.09552703483
6670	0.0955151183
6671	0.09551138566
6672	0.09550659404
6673	0.09549863955
6674	0.09549453251
6675	0.09549133357
6676	0.09547907531
6677	0.09547107962
6678	0.09546605773
6679	0.09546194419
6680	0.095459007
6681	0.09545338698
6682	0.09544723644
6683	0.09544185435
6684	0.09543260029
6685	0.09542893892
6686	0.09542412202
6687	0.09541847558
6688	0.09541406545
6689	0.0954091688
6690	0.09539947846
6691	0.09539436198
6692	0.09539085627
6693	0.09538593152
6694	0.0953687063
6695	0.09536424742
6696	0.09536068734
6697	0.095353988
6698	0.09534667616
6699	0.095331307
6700	0.09532683607
6701	0.09532369833
6702	0.09532068335
6703	0.09531756738
6704	0.09531273382
6705	0.09530903624
6706	0.09530493675
6707	0.09529807588
6708	0.09529040655
6709	0.09528648925
6710	0.0952805897
6711	0.09527527865
6712	0.09527140488
6713	0.09525658865
6714	0.09525325555
6715	0.09524651325
6716	0.09524145265
6717	0.0952384875
6718	0.09522516847
6719	0.09521956981
6720	0.09521535174
6721	0.09521100523
6722	0.09520576395
6723	0.09520259198
6724	0.09519831941
6725	0.09519382857
6726	0.09518629345
6727	0.0951814468
6728	0.09516863588
6729	0.09516432501
6730	0.09515959079
6731	0.09515310404
6732	0.09514670916
6733	0.09514354565
6734	0.09513897876
6735	0.09513243625
6736	0.09512749351
6737	0.09512061579
6738	0.09511550087
6739	0.09511189517
6740	0.09510371452
6741	0.0951006735
6742	0.09509628715
6743	0.09509219929
6744	0.09508412661
6745	0.09507728313
6746	0.09507383562
6747	0.09506866353
6748	0.09506506781
6749	0.09506040132
6750	0.09505634039
6751	0.09505072851
6752	0.0950371005
6753	0.09503258479
6754	0.09502557753
6755	0.09502197874
6756	0.09501778466
6757	0.09501356683
6758	0.0950092731
6759	0.09500294977
6760	0.09499895005
6761	0.09499467938
6762	0.09499139485
6763	0.09498812795
6764	0.09498283
6765	0.09497765341
6766	0.09497334264
6767	0.09496326856
6768	0.0949590405
6769	0.09495116327
6770	0.09494729073
6771	0.09494280664
6772	0.09493050328
6773	0.09492641162
6774	0.09491863925
6775	0.09491426837
6776	0.09491053903
6777	0.09490647795
6778	0.09489781286
6779	0.09489293164
6780	0.09488700262
6781	0.09487680796
6782	0.09486518619
6783	0.0948599938
6784	0.09485554123
6785	0.09485109731
6786	0.09484654663
6787	0.09483932531
6788	0.09483520342
6789	0.0948301092
6790	0.09482716789
6791	0.09482179657
6792	0.09481849786
6793	0.09481420562
6794	0.09480663937
6795	0.09480200831
6796	0.09479671224
6797	0.09479349621
6798	0.09479097666
6799	0.09478564966
6800	0.09478014832
6801	0.09477518244
6802	0.09477093729
6803	0.09475853713
6804	0.09475425969
6805	0.09475068557
6806	0.09474706577
6807	0.09474257534
6808	0.09473633033
6809	0.09473159733
6810	0.0947247589
6811	0.09472007798
6812	0.09471521527
6813	0.09471096515
6814	0.09470722086
6815	0.09470298051
6816	0.0946980619
6817	0.09469410569
6818	0.09469033331
6819	0.09468355326
6820	0.09467669263
6821	0.09467182304
6822	0.0946677065
6823	0.09466414214
6824	0.09466010508
6825	0.09465390384
6826	0.094650299
6827	0.09464527292
6828	0.09463552995
6829	0.09463105416
6830	0.09462762399
6831	0.09462301437
6832	0.0946189218
6833	0.09460843969
6834	0.09460407854
6835	0.09459668922
6836	0.09459332917
6837	0.09458581243
6838	0.09457970066
6839	0.09457374669
6840	0.09456893087
6841	0.09456596935
6842	0.09455901965
6843	0.09455246659
6844	0.09454563207
6845	0.09452792326
6846	0.09452218286
6847	0.09451680304
6848	0.09451290699
6849	0.09450941677
6850	0.09449973034
6851	0.09449561308
6852	0.09449059997
6853	0.09448520319
6854	0.09448179962
6855	0.09447822363
6856	0.09447452788
6857	0.09446250002
6858	0.09445619482
6859	0.09445070471
6860	0.0944367969
6861	0.09443192192
6862	0.09442697139
6863	0.09442321786
6864	0.09441662306
6865	0.09441122994
6866	0.09440652571
6867	0.09440271659
6868	0.09439922537
6869	0.09439550292
6870	0.09439134461
6871	0.09437040013
6872	0.09436830042
6873	0.09436355077
6874	0.09435901927
6875	0.09435387333
6876	0.09434842385
6877	0.09434472284
6878	0.09433715727
6879	0.09433055986
6880	0.09432488285
6881	0.09432012612
6882	0.09431244887
6883	0.09430424441
6884	0.094299707
6885	0.09429541564
6886	0.09429104883
6887	0.09428731001
6888	0.09428374708
6889	0.09427963022
6890	0.09427519031
6891	0.09427106315
6892	0.09426714381
6893	0.09426339406
6894	0.09425948476
6895	0.09424592974
6896	0.09424269013
6897	0.09423917575
6898	0.09423597939
6899	0.09423287139
6900	0.09422916022
6901	0.09422521865
6902	0.0942205134
6903	0.09420714042
6904	0.09420429647
6905	0.09420103975
6906	0.09419818569
6907	0.09418908617
6908	0.09417610234
6909	0.09416375619
6910	0.09416041085
6911	0.09415315593
6912	0.09414796842
6913	0.0941379328
6914	0.09413161384
6915	0.09412774853
6916	0.09412330944
6917	0.09411758206
6918	0.09411382676
6919	0.09410883252
6920	0.09410295706
6921	0.09409698212
6922	0.09409315056
6923	0.09409016193
6924	0.09408590351
6925	0.09408250789
6926	0.09407875391
6927	0.09407548199
6928	0.09407201482
6929	0.09405879007
6930	0.09405698899
6931	0.09405249089
6932	0.09404803486
6933	0.09404317997
6934	0.09403966989
6935	0.09403561107
6936	0.09402778249
6937	0.09401790074
6938	0.09401375578
6939	0.09400929888
6940	0.09400333616
6941	0.09399934491
6942	0.09399514175
6943	0.09399074622
6944	0.09398766386
6945	0.09398460357
6946	0.09397766867
6947	0.09397257876
6948	0.0939630274
6949	0.09395820634
6950	0.09395478544
6951	0.0939509651
6952	0.09394719
6953	0.09394388609
6954	0.09394047235
6955	0.09393699723
6956	0.09393181482
6957	0.09392805284
6958	0.09392056476
6959	0.09391800668
6960	0.09391325097
6961	0.09390784676
6962	0.09390211931
6963	0.09389955164
6964	0.09389292738
6965	0.09388972257
6966	0.09387899871
6967	0.09387260078
6968	0.09386937515
6969	0.09386470778
6970	0.09386216584
6971	0.09384697377
6972	0.0938408
6973	0.09383639542
6974	0.09383186334
6975	0.0938283921
6976	0.09382299576
6977	0.09381755886
6978	0.09381019486
6979	0.09380672406
6980	0.09380208192
6981	0.09379749576
6982	0.09379255148
6983	0.09378949252
6984	0.09378412555
6985	0.09378048346
6986	0.09377683002
6987	0.09377270611
6988	0.09376955028
6989	0.09376517699
6990	0.09376220962
6991	0.09375504773
6992	0.09375066497
6993	0.0937468795
6994	0.09374237853
6995	0.09373788054
6996	0.09373473686
6997	0.09372857413
6998	0.09372075122
6999	0.0937166401
7000	0.09371298829
7001	0.09370623152
7002	0.09370072235
7003	0.09369735021
7004	0.09369241532
7005	0.09368940179
7006	0.09368522398
7007	0.09368147559
7008	0.09367777531
7009	0.0936743108
7010	0.09367071712
7011	0.09366652045
7012	0.0936618047
7013	0.09365825161
7014	0.09365299257
7015	0.09364846619
7016	0.09364481474
7017	0.0936351856
7018	0.09363039625
7019	0.09362532001
7020	0.09362005703
7021	0.09361527347
7022	0.09360688606
7023	0.09360317244
7024	0.09359893139
7025	0.09359188332
7026	0.09358630706
7027	0.09358375669
7028	0.09357715362
7029	0.09357473059
7030	0.09356885242
7031	0.0935645641
7032	0.09355878173
7033	0.09355437104
7034	0.09354568405
7035	0.09354120323
7036	0.09353395167
7037	0.09353010469
7038	0.09352642096
7039	0.09351332622
7040	0.09350831743
7041	0.09350088692
7042	0.09349707641
7043	0.09348475407
7044	0.09347622053
7045	0.09347196522
7046	0.09346244264
7047	0.0934532088
7048	0.09344823972
7049	0.09344493162
7050	0.0934392277
7051	0.0934357912
7052	0.09343241738
7053	0.09342814624
7054	0.09341628053
7055	0.09341304744
7056	0.09340861992
7057	0.09339344825
7058	0.09337997927
7059	0.09337570485
7060	0.09337164034
7061	0.09336694616
7062	0.09336266949
7063	0.09335624347
7064	0.09335185224
7065	0.09333230157
7066	0.09332836144
7067	0.09332387396
7068	0.09331654063
7069	0.09331206283
7070	0.09330841032
7071	0.09330299788
7072	0.09329859884
7073	0.0932950172
7074	0.09329144137
7075	0.09328737462
7076	0.09327741454
7077	0.09327468582
7078	0.09327033231
7079	0.09326748423
7080	0.09326385515
7081	0.09325994556
7082	0.09325582187
7083	0.09325190587
7084	0.09324781069
7085	0.09324210659
7086	0.09324003329
7087	0.09323425329
7088	0.09322433168
7089	0.09322136977
7090	0.09321631983
7091	0.09321128312
7092	0.09320622416
7093	0.09320036171
7094	0.09319623043
7095	0.0931918592
7096	0.09318844552
7097	0.09318382317
7098	0.09317902539
7099	0.09317511688
7100	0.0931722545
7101	0.09316883007
7102	0.09315705217
7103	0.09315191346
7104	0.09314780441
7105	0.09314364679
7106	0.09313968447
7107	0.09313491852
7108	0.09313126513
7109	0.09312339021
7110	0.09311769105
7111	0.09311390569
7112	0.09310393153
7113	0.09309808358
7114	0.09309418728
7115	0.09309087319
7116	0.09308845432
7117	0.09308402234
7118	0.09308153554
7119	0.09306997368
7120	0.09306549584
7121	0.09306129115
7122	0.09305768978
7123	0.09305059246
7124	0.09304606612
7125	0.09304277699
7126	0.09303802268
7127	0.0930355038
7128	0.09303181562
7129	0.09302801154
7130	0.09302509882
7131	0.09301680282
7132	0.09301381988
7133	0.0930100265
7134	0.09300329574
7135	0.09299361416
7136	0.09298122174
7137	0.09297769932
7138	0.09297397878
7139	0.09296187862
7140	0.09295804075
7141	0.09295533419
7142	0.09295011734
7143	0.09294641078
7144	0.09294253153
7145	0.09293618121
7146	0.09291614141
7147	0.09291294449
7148	0.09290797897
7149	0.09290387393
7150	0.09290016236
7151	0.0928957366
7152	0.09288819395
7153	0.09288339691
7154	0.09287901084
7155	0.09287558719
7156	0.09287131735
7157	0.09286606042
7158	0.09285978572
7159	0.09285579167
7160	0.09284755766
7161	0.09284301812
7162	0.09283895488
7163	0.09283426853
7164	0.09283019694
7165	0.0928250981
7166	0.09281952549
7167	0.0928120416
7168	0.09280817701
7169	0.09280246269
7170	0.09279790133
7171	0.09279264233
7172	0.092786896
7173	0.09276758752
7174	0.0927639199
7175	0.09275730198
7176	0.09275332675
7177	0.09274846846
7178	0.09274584852
7179	0.09274227128
7180	0.09273845207
7181	0.09273289011
7182	0.09272909882
7183	0.09272608505
7184	0.092721649
7185	0.09271564103
7186	0.09271035323
7187	0.09270593443
7188	0.09270275939
7189	0.09269717975
7190	0.09269195726
7191	0.09268485395
7192	0.09268118692
7193	0.09267746488
7194	0.09267058139
7195	0.09266567092
7196	0.09266003139
7197	0.09265626313
7198	0.09265303523
7199	0.09265085619
7200	0.09264657079
7201	0.09264300361
7202	0.09263459368
7203	0.09262743485
7204	0.09262154772
7205	0.09261729206
7206	0.09261399227
7207	0.09261072202
7208	0.09260696045
7209	0.09260204943
7210	0.0925982162
7211	0.09259565872
7212	0.09259024767
7213	0.09258714027
7214	0.09258058032
7215	0.09257750635
7216	0.09257324417
7217	0.09256860629
7218	0.09256374601
7219	0.09255544411
7220	0.09255127362
7221	0.09254009511
7222	0.09253690672
7223	0.09253309571
7224	0.09253010317
7225	0.09252577275
7226	0.09251737739
7227	0.09251332586
7228	0.09250934439
7229	0.09250273616
7230	0.09249958165
7231	0.09249588567
7232	0.09249226135
7233	0.09248887449
7234	0.09248370851
7235	0.09248009875
7236	0.09247601777
7237	0.09247103327
7238	0.09246033613
7239	0.09245595508
7240	0.09245293623
7241	0.0924476507
7242	0.09244253128
7243	0.09243531271
7244	0.09243174983
7245	0.09242851385
7246	0.09242453525
7247	0.09241833656
7248	0.09241109013
7249	0.09240736699
7250	0.09240232269
7251	0.09239934249
7252	0.09239549004
7253	0.09239258409
7254	0.09238864994
7255	0.09238478458
7256	0.09238089342
7257	0.09237690416
7258	0.09236235711
7259	0.09235825901
7260	0.09234343524
7261	0.09234003611
7262	0.09233648906
7263	0.09232919773
7264	0.09232497248
7265	0.09232109965
7266	0.09231380914
7267	0.0923110702
7268	0.0923078104
7269	0.09230461802
7270	0.09229730844
7271	0.09228734355
7272	0.09228218088
7273	0.09227973714
7274	0.09227646232
7275	0.09227284917
7276	0.09226901023
7277	0.09226511948
7278	0.09226101269
7279	0.09224557039
7280	0.09224222484
7281	0.09223874466
7282	0.0922346785
7283	0.09222753873
7284	0.09222099398
7285	0.09221661171
7286	0.09221344658
7287	0.09220997504
7288	0.09220614921
7289	0.09220153118
7290	0.09219852001
7291	0.09219356931
7292	0.09219067106
7293	0.09218688702
7294	0.0921820876
7295	0.09217653458
7296	0.09217084536
7297	0.09216617137
7298	0.09216024709
7299	0.09215031429
7300	0.09214608929
7301	0.09213760626
7302	0.09212772376
7303	0.09212141712
7304	0.09210463103
7305	0.09209995383
7306	0.09209272426
7307	0.09208623821
7308	0.09207896342
7309	0.09207498992
7310	0.09207148985
7311	0.09206772981
7312	0.09206149773
7313	0.09205673161
7314	0.09204320776
7315	0.09203809829
7316	0.09203349519
7317	0.09202997408
7318	0.09202588488
7319	0.09202220959
7320	0.09201769633
7321	0.09201543509
7322	0.09201192725
7323	0.09200755954
7324	0.09200455402
7325	0.09200031298
7326	0.09199599454
7327	0.09199228682
7328	0.09198711146
7329	0.09198221489
7330	0.09196997884
7331	0.09196511184
7332	0.09196201062
7333	0.09194371354
7334	0.09194038603
7335	0.09193572755
7336	0.09192738921
7337	0.09192239346
7338	0.09191825878
7339	0.0919143143
7340	0.09190960257
7341	0.09190538692
7342	0.09190166435
7343	0.09189708089
7344	0.09189209445
7345	0.09188671324
7346	0.09188369988
7347	0.09187941851
7348	0.09187449926
7349	0.09186913102
7350	0.09186296823
7351	0.09186129056
7352	0.09185025889
7353	0.09184808644
7354	0.09184183258
7355	0.09183841564
7356	0.09183312532
7357	0.09182934371
7358	0.09182529523
7359	0.09182103873
7360	0.09181744934
7361	0.09181286073
7362	0.09180608384
7363	0.09180100658
7364	0.09179211393
7365	0.09178909703
7366	0.09178586784
7367	0.0917794505
7368	0.09177486435
7369	0.0917711502
7370	0.09176670358
7371	0.09176268248
7372	0.09175955495
7373	0.09175666407
7374	0.09175217938
7375	0.09174902855
7376	0.09174485301
7377	0.09173978091
7378	0.09173122935
7379	0.09172861894
7380	0.09172494073
7381	0.09171894047
7382	0.0917145803
7383	0.0917092212
7384	0.09170686289
7385	0.09170236924
7386	0.09169749927
7387	0.09169406209
7388	0.09169025707
7389	0.0916868773
7390	0.09168442971
7391	0.09168065355
7392	0.0916773406
7393	0.09167371026
7394	0.09166928519
7395	0.09165349355
7396	0.09164749092
7397	0.09164362598
7398	0.09163742418
7399	0.09163397167
7400	0.09163010038
7401	0.09162513187
7402	0.09162046464
7403	0.0916184816
7404	0.09161355304
7405	0.09160921217
7406	0.09160095913
7407	0.09159684136
7408	0.09159300885
7409	0.09158786273
7410	0.09158161173
7411	0.09157730733
7412	0.09157506307
7413	0.09156438577
7414	0.0915560499
7415	0.09154932808
7416	0.09154508178
7417	0.09154151997
7418	0.09153461899
7419	0.09152282973
7420	0.09151859159
7421	0.09151309364
7422	0.09151112898
7423	0.09150807691
7424	0.09149936158
7425	0.0914931703
7426	0.09149037276
7427	0.09148777017
7428	0.09148314222
7429	0.09148029096
7430	0.09147500386
7431	0.09147167035
7432	0.09146689083
7433	0.0914604424
7434	0.09145579813
7435	0.09144995158
7436	0.09144653254
7437	0.09144370777
7438	0.09143919178
7439	0.0914353461
7440	0.09142605235
7441	0.09142169434
7442	0.09141714259
7443	0.09141245288
7444	0.09141033967
7445	0.09140659715
7446	0.09140175446
7447	0.09139764812
7448	0.09139285233
7449	0.09138673654
7450	0.09138324173
7451	0.09137935216
7452	0.09137629516
7453	0.09137316377
7454	0.09136929153
7455	0.0913654405
7456	0.09136214433
7457	0.09135912432
7458	0.09135034665
7459	0.09134592927
7460	0.09134309193
7461	0.09133948683
7462	0.09132956809
7463	0.09132497269
7464	0.09132029853
7465	0.09131751249
7466	0.09131324284
7467	0.09130813268
7468	0.09130352539
7469	0.09129947332
7470	0.09129285278
7471	0.09128872756
7472	0.09128535708
7473	0.09128065552
7474	0.09127699545
7475	0.09127300868
7476	0.09126917808
7477	0.09126459144
7478	0.09126002562
7479	0.09125191232
7480	0.09124621344
7481	0.09124197659
7482	0.09123734055
7483	0.0912329157
7484	0.09122890415
7485	0.09122065843
7486	0.09121726608
7487	0.09121094956
7488	0.0912065
7489	0.09120165633
7490	0.0911889421
7491	0.09118461704
7492	0.09118001452
7493	0.09117650743
7494	0.09117261207
7495	0.09115832653
7496	0.0911557747
7497	0.09115018322
7498	0.09114520163
7499	0.09114129964
7500	0.09113663677
7501	0.0911314705
7502	0.09112748204
7503	0.09112422787
7504	0.09112000285
7505	0.09111563568
7506	0.09111141201
7507	0.09110406341
7508	0.09109747836
7509	0.09109371787
7510	0.0910898197
7511	0.09108647105
7512	0.09108009996
7513	0.09107658553
7514	0.09107277174
7515	0.09106957106
7516	0.09106501265
7517	0.09106072003
7518	0.0910579246
7519	0.09105445918
7520	0.09104987157
7521	0.091047121
7522	0.09104313757
7523	0.09104044808
7524	0.09102884746
7525	0.09102471333
7526	0.09102198863
7527	0.09101526207
7528	0.09101141004
7529	0.09100739142
7530	0.09100283523
7531	0.09099891728
7532	0.09099600152
7533	0.09098465731
7534	0.09098108512
7535	0.0909778652
7536	0.09097300116
7537	0.09096831096
7538	0.09096459103
7539	0.09096130714
7540	0.09095852909
7541	0.09094370963
7542	0.09094064781
7543	0.09093822869
7544	0.09093436555
7545	0.09092946916
7546	0.09092634475
7547	0.09092170907
7548	0.09091696947
7549	0.09091226937
7550	0.09090799415
7551	0.09090385114
7552	0.09089971128
7553	0.09089584787
7554	0.0908919208
7555	0.0908884105
7556	0.09088496847
7557	0.09088036786
7558	0.09087721153
7559	0.09087121869
7560	0.0908672739
7561	0.09086311704
7562	0.09085770161
7563	0.09085340464
7564	0.09084751171
7565	0.0908428418
7566	0.0908380685
7567	0.09083370992
7568	0.09082871603
7569	0.09082255837
7570	0.09081658222
7571	0.09081291104
7572	0.09080914406
7573	0.090804938
7574	0.0907944994
7575	0.09079148393
7576	0.0907876834
7577	0.09078395001
7578	0.090778767
7579	0.0907728883
7580	0.09076987463
7581	0.0907635883
7582	0.09075965901
